semantics 1
# The behaviour fingerprint. See docs/SEMANTICS-VERSION.md §5.
# scenario/pos kind command | verdict | T[trades] E[events] | state last mark bid ask counters | digest

== fifo (fifo, stp=CANCEL_NEWEST, maxOrders=100000, shard=0)
fifo/0102 SUBMIT      u0 B L 103x8 GTC+g2      | REJECTED:TRADING_HALTED      | T[] E[REJECTED#66/TRADING_HALTED/REJECTED/0] | HALTED last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=66 tid=3 eid=81 | efc238aedc6aead3
fifo/0103 SUBMIT      u1 B L 98x3 GTC+CANCEL_BOTH | REJECTED:TRADING_HALTED      | T[] E[REJECTED#67/TRADING_HALTED/REJECTED/0] | HALTED last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=67 tid=3 eid=82 | bba6ae019fffba4a
fifo/0104 HALT                                 | OK                           | T[] E[] | HALTED last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=67 tid=3 eid=82 | bba6ae019fffba4a
fifo/0105 CANCEL      u2 <-67                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=67 tid=3 eid=82 | bba6ae019fffba4a
fifo/0106 SUBMIT      u2 B M 104x1 IOC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#68/TRADING_HALTED/REJECTED/0] | HALTED last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=68 tid=3 eid=83 | d05224cb0c857442
fifo/0107 SUBMIT      u1 B L 102x2 GTC+CANCEL_OLDEST | REJECTED:TRADING_HALTED      | T[] E[REJECTED#69/TRADING_HALTED/REJECTED/0] | HALTED last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=69 tid=3 eid=84 | 44100da10f051263
fifo/0108 SUBMIT      u3 S L 99x8 IOC+CANCEL_BOTH+g2 | REJECTED:TRADING_HALTED      | T[] E[REJECTED#70/TRADING_HALTED/REJECTED/0] | HALTED last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=70 tid=3 eid=85 | 3ec214c5af416e11
fifo/0109 RESUME                               | OK                           | T[] E[RESUMED#0] | OPEN last=98 mark=0 bid=100:2 ask=103:5 n=3 oid=70 tid=3 eid=86 | 20750d2f4c581ba3
fifo/0110 SUBMIT      u3 S L 102x8 GTC         | NEW                          | T[] E[ACCEPTED#71/NEW/0] | OPEN last=98 mark=0 bid=100:2 ask=102:8 n=4 oid=71 tid=3 eid=87 | 050853413195766b
fifo/0111 CANCEL      u0 <-88                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=100:2 ask=102:8 n=4 oid=71 tid=3 eid=87 | 050853413195766b
fifo/0112 SUBMIT      u0 S L 99x5 GTC+priv     | FILLED                       | T[4:100x2 b61 s72 m61 t72 S seq4 5:99x3 b63 s72 m63 t72 S seq5] E[ACCEPTED#72/FILLED/5 TRADE#72/100x2 TRADE#72/99x3] | OPEN last=99 mark=0 bid=99:1 ask=102:8 n=3 oid=72 tid=5 eid=90 | 56e2b01b71912726
fifo/0113 SUBMIT      u1 S L 104x9 GTC+CANCEL_BOTH | NEW                          | T[] E[ACCEPTED#73/NEW/0] | OPEN last=99 mark=0 bid=99:1 ask=102:8 n=4 oid=73 tid=5 eid=91 | 749e91c00b476ebe
fifo/0114 SUBMIT      u3 S L 104x7 FOK+DECREMENT | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#74/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=99 mark=0 bid=99:1 ask=102:8 n=4 oid=74 tid=5 eid=92 | 6db02e6de93cd10d
fifo/0115 SUBMIT      u0 S M 102x6 IOC         | REJECTED:MARKET_NO_LIQUIDITY | T[] E[ACCEPTED#75/CANCELLED/0 CANCELED#75/CANCELLED/0] | OPEN last=99 mark=0 bid=99:1 ask=102:8 n=4 oid=75 tid=5 eid=94 | 448b80ae912766da
fifo/0116 SUBMIT      u0 B L 100x7 GTC         | NEW                          | T[] E[ACCEPTED#76/NEW/0] | OPEN last=99 mark=0 bid=100:7 ask=102:8 n=5 oid=76 tid=5 eid=95 | 20d0f6436a56b667
fifo/0117 SUBMIT      u3 B L 100x5 GTC+CANCEL_BOTH | NEW                          | T[] E[ACCEPTED#77/NEW/0] | OPEN last=99 mark=0 bid=100:12 ask=102:8 n=6 oid=77 tid=5 eid=96 | 1976ddfd6c7c5652
fifo/0118 SUBMIT      u3 S M 101x4 GTC+g1      | FILLED                       | T[6:100x4 b76 s78 m76 t78 S seq6] E[ACCEPTED#78/FILLED/4 TRADE#78/100x4] | OPEN last=100 mark=0 bid=100:8 ask=102:8 n=6 oid=78 tid=6 eid=98 | 55f34774fe67da59
fifo/0119 SUBMIT      u2 S L 104x1 GTC+g2      | NEW                          | T[] E[ACCEPTED#79/NEW/0] | OPEN last=100 mark=0 bid=100:8 ask=102:8 n=7 oid=79 tid=6 eid=99 | 827e189aa7272f2d
fifo/0120 SUBMIT      u1 B L 99x6 GTC+CANCEL_OLDEST+g1 | NEW                          | T[] E[ACCEPTED#80/NEW/0] | OPEN last=100 mark=0 bid=100:8 ask=102:8 n=8 oid=80 tid=6 eid=100 | 08698b0a70c41869
fifo/0121 SUBMIT      u1 B L 103x4 FOK+PO+DECREMENT+g2 | REJECTED:POST_ONLY_WOULD_CROSS | T[] E[REJECTED#81/POST_ONLY_WOULD_CROSS/REJECTED/0] | OPEN last=100 mark=0 bid=100:8 ask=102:8 n=8 oid=81 tid=6 eid=101 | a41484e265da8bfd
fifo/0122 SUBMIT      u0 S L 103x9 GTC+CANCEL_BOTH+g1 | NEW                          | T[] E[ACCEPTED#82/NEW/0] | OPEN last=100 mark=0 bid=100:8 ask=102:8 n=9 oid=82 tid=6 eid=102 | 17e59752821c3014
fifo/0123 SUBMIT      u1 B L 99x2 GTC          | NEW                          | T[] E[ACCEPTED#83/NEW/0] | OPEN last=100 mark=0 bid=100:8 ask=102:8 n=10 oid=83 tid=6 eid=103 | 4a37450b3356182b
fifo/0124 RESUME                               | OK                           | T[] E[] | OPEN last=100 mark=0 bid=100:8 ask=102:8 n=10 oid=83 tid=6 eid=103 | 4a37450b3356182b
fifo/0125 SUBMIT      u2 S L 102x9 GTC         | NEW                          | T[] E[ACCEPTED#84/NEW/0] | OPEN last=100 mark=0 bid=100:8 ask=102:17 n=11 oid=84 tid=6 eid=104 | 02aee3998b687f92
fifo/0126 REDUCE      u2 <-125 to 3            | REDUCED                      | T[] E[REPLACED#84/NEW/0] | OPEN last=100 mark=0 bid=100:8 ask=102:11 n=11 oid=84 tid=6 eid=105 | b070b68e9d64f3ea
fifo/0127 REPLACE     u1 S M 98x9 GTC+DECREMENT <-124 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=100 mark=0 bid=100:8 ask=102:11 n=11 oid=84 tid=6 eid=105 | b070b68e9d64f3ea
fifo/0128 CANCEL      u0 <-126                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=100 mark=0 bid=100:8 ask=102:11 n=11 oid=84 tid=6 eid=105 | b070b68e9d64f3ea
fifo/0129 SUBMIT      u0 S L 99x3 GTC+CANCEL_NEWEST | CANCELLED                    | T[] E[ACCEPTED#85/CANCELLED/0 CANCELED#85/CANCELLED/0] | OPEN last=100 mark=0 bid=100:8 ask=102:11 n=11 oid=85 tid=6 eid=107 | 7b81dbbca51c63a7
fifo/0130 SUBMIT      u2 S L 102x2 IOC         | CANCELLED                    | T[] E[ACCEPTED#86/CANCELLED/0 CANCELED#86/CANCELLED/0] | OPEN last=100 mark=0 bid=100:8 ask=102:11 n=11 oid=86 tid=6 eid=109 | cba4322c09dfa205
fifo/0131 CANCEL      u2 <-124                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=100 mark=0 bid=100:8 ask=102:11 n=11 oid=86 tid=6 eid=109 | cba4322c09dfa205
fifo/0132 REPLACE     u0 B L 102x2 IOC+PO <-122 | REJECTED:POST_ONLY_WOULD_CROSS | T[] E[CANCELED#82/CANCELLED/0 REJECTED#87/POST_ONLY_WOULD_CROSS/REJECTED/0] | OPEN last=100 mark=0 bid=100:8 ask=102:11 n=10 oid=87 tid=6 eid=111 | 82e1e1795e9deb1e
fifo/0133 SUBMIT      u1 B M 100x5 IOC         | FILLED                       | T[7:102x5 b88 s71 m71 t88 B seq7] E[ACCEPTED#88/FILLED/5 TRADE#88/102x5] | OPEN last=102 mark=0 bid=100:8 ask=102:6 n=10 oid=88 tid=7 eid=113 | 11aa28705872b451
fifo/0134 SUBMIT      u3 B L 103x7 GTC         | CANCELLED                    | T[] E[ACCEPTED#89/CANCELLED/0 CANCELED#89/CANCELLED/0] | OPEN last=102 mark=0 bid=100:8 ask=102:6 n=10 oid=89 tid=7 eid=115 | c353d4d86dfabfdc
fifo/0135 SUBMIT      u1 B L 103x6 GTC         | FILLED                       | T[8:102x3 b90 s71 m71 t90 B seq8 9:102x3 b90 s84 m84 t90 B seq9] E[ACCEPTED#90/FILLED/6 TRADE#90/102x3 TRADE#90/102x3] | OPEN last=102 mark=0 bid=100:8 ask=103:5 n=8 oid=90 tid=9 eid=118 | 89da6a43e3fd7384
fifo/0136 SUBMIT      u3 B L 100x3 FOK         | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#91/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=102 mark=0 bid=100:8 ask=103:5 n=8 oid=91 tid=9 eid=119 | a176429a1d3401dc
fifo/0137 SUBMIT      u3 S L 98x8 GTC+ALLOW+g2 | FILLED                       | T[10:100x3 b76 s92 m76 t92 S seq10 11:100x5 b77 s92 m77 t92 S seq11] E[ACCEPTED#92/FILLED/8 TRADE#92/100x3 TRADE#92/100x5] | OPEN last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=92 tid=11 eid=122 | f2f57ff39dd504e9
fifo/0138 REDUCE      u3 <-120 to 4            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=92 tid=11 eid=122 | f2f57ff39dd504e9
fifo/0139 SUBMIT      u0 B L 104x2 GTC+PO      | REJECTED:POST_ONLY_WOULD_CROSS | T[] E[REJECTED#93/POST_ONLY_WOULD_CROSS/REJECTED/0] | OPEN last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=93 tid=11 eid=123 | f59ee58fe1a063db
fifo/0140 CANCEL_ONLY                          | OK                           | T[] E[CANCEL_ONLY#0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=93 tid=11 eid=124 | adc3b348142294fc
fifo/0141 SUBMIT      u3 B L 102x1 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#94/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=94 tid=11 eid=125 | fe3ebb13c5ea54e6
fifo/0142 SUBMIT      u0 S L 104x1 FOK         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#95/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=95 tid=11 eid=126 | 42ea81fba121a5a6
fifo/0143 SUBMIT      u3 S L 101x4 GTC+g2      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#96/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=96 tid=11 eid=127 | f6e63f814785e936
fifo/0144 SUBMIT      u1 B L 100x8 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#97/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=97 tid=11 eid=128 | ce5270e1d1181304
fifo/0145 SUBMIT      u3 B M 104x3 FOK+CANCEL_NEWEST+g1 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#98/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=98 tid=11 eid=129 | d3f8195ab8a1b597
fifo/0146 SUBMIT      u0 B L 102x3 FOK         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#99/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=99 tid=11 eid=130 | 8e27cd63c481f68f
fifo/0147 SUBMIT      u1 S L 100x2 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#100/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=100 tid=11 eid=131 | fff08100c46e9234
fifo/0148 SUBMIT      u0 B L 101x2 GTC+ALLOW   | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#101/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=101 tid=11 eid=132 | 9a1c2461b06039d5
fifo/0149 SUBMIT      u1 S L 100x4 FOK+g2      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#102/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=102 tid=11 eid=133 | 09329c7bf1caea18
fifo/0150 SUBMIT      u2 S L 101x2 IOC+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#103/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=103 tid=11 eid=134 | 81fa8bd680df35af
fifo/0151 CANCEL_ONLY                          | OK                           | T[] E[] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=103 tid=11 eid=134 | 81fa8bd680df35af
fifo/0152 SUBMIT      u2 B L 99x5 IOC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#104/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=104 tid=11 eid=135 | 5fac317845ee458a
fifo/0153 REDUCE      u1 <-149 to 2            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=104 tid=11 eid=135 | 5fac317845ee458a
fifo/0154 REDUCE      u0 <-129 to 2            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=104 tid=11 eid=135 | 5fac317845ee458a
fifo/0155 REDUCE      u0 <-148 to 1            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=104 tid=11 eid=135 | 5fac317845ee458a
fifo/0156 SUBMIT      u0 B L 100x9 GTC+g2      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#105/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=105 tid=11 eid=136 | a733f6f4ddbed0c5
fifo/0157 SUBMIT      u1 S L 103x4 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#106/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=106 tid=11 eid=137 | 4f976d0da67da930
fifo/0158 SUBMIT      u2 S L 99x5 GTC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#107/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=107 tid=11 eid=138 | 4ce1ac972f0fdd17
fifo/0159 SUBMIT      u1 B L 100x4 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#108/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=108 tid=11 eid=139 | 93ed771f3169bddd
fifo/0160 SUBMIT      u3 S L 99x8 GTC+g2       | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#109/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=109 tid=11 eid=140 | c39e4754bd309b14
fifo/0161 HALT                                 | OK                           | T[] E[HALTED#0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=109 tid=11 eid=141 | a298eb16e6aa590b
fifo/0162 SUBMIT      u1 S L 98x6 GTC+g2       | REJECTED:TRADING_HALTED      | T[] E[REJECTED#110/TRADING_HALTED/REJECTED/0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=110 tid=11 eid=142 | a10d18be54abbba8
fifo/0163 SUBMIT      u2 B L 100x9 GTC+ALLOW   | REJECTED:TRADING_HALTED      | T[] E[REJECTED#111/TRADING_HALTED/REJECTED/0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=111 tid=11 eid=143 | f73960482d01a685
fifo/0164 SUBMIT      u1 B L 101x6 GTC+g2      | REJECTED:TRADING_HALTED      | T[] E[REJECTED#112/TRADING_HALTED/REJECTED/0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=112 tid=11 eid=144 | fcd5e26500926a95
fifo/0165 SUBMIT      u0 S L 98x9 GTC+CANCEL_BOTH+g2 | REJECTED:TRADING_HALTED      | T[] E[REJECTED#113/TRADING_HALTED/REJECTED/0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=113 tid=11 eid=145 | bc9bf333b277b40f
fifo/0166 SUBMIT      u1 S L 102x1 GTC+PO+CANCEL_OLDEST+g1 | REJECTED:TRADING_HALTED      | T[] E[REJECTED#114/TRADING_HALTED/REJECTED/0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=114 tid=11 eid=146 | ee62e466315387f2
fifo/0167 CANCEL      u0 <-165                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=114 tid=11 eid=146 | ee62e466315387f2
fifo/0168 SUBMIT      u3 B L 100x5 FOK+PO      | REJECTED:TRADING_HALTED      | T[] E[REJECTED#115/TRADING_HALTED/REJECTED/0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=115 tid=11 eid=147 | 7e8c83d4a2dfd972
fifo/0169 CANCEL      u3 <-160                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=115 tid=11 eid=147 | 7e8c83d4a2dfd972
fifo/0170 REPLACE     u2 S L 99x3 GTC+CANCEL_OLDEST+g2 <-168 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=115 tid=11 eid=147 | 7e8c83d4a2dfd972
fifo/0171 SUBMIT      u0 B L 98x3 GTC+g2       | REJECTED:TRADING_HALTED      | T[] E[REJECTED#116/TRADING_HALTED/REJECTED/0] | HALTED last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=116 tid=11 eid=148 | 4ac0b2e8af74f066
fifo/0172 RESUME                               | OK                           | T[] E[RESUMED#0] | OPEN last=100 mark=0 bid=99:9 ask=103:5 n=6 oid=116 tid=11 eid=149 | 3e031bd96693b5d0
fifo/0173 SUBMIT      u2 S M 101x4 FOK+CANCEL_BOTH+priv | FILLED                       | T[12:99x1 b63 s117 m63 t117 S seq12 13:99x3 b80 s117 m80 t117 S seq13] E[ACCEPTED#117/FILLED/4 TRADE#117/99x1 TRADE#117/99x3] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=5 oid=117 tid=13 eid=152 | d2dcdc32c039ac8c
fifo/0174 CANCEL      u2 <-152                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=5 oid=117 tid=13 eid=152 | d2dcdc32c039ac8c
fifo/0175 CANCEL      u3 <-166                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=5 oid=117 tid=13 eid=152 | d2dcdc32c039ac8c
fifo/0176 CANCEL      u2 <-163                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=5 oid=117 tid=13 eid=152 | d2dcdc32c039ac8c
fifo/0177 CANCEL      u1 <-159                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=5 oid=117 tid=13 eid=152 | d2dcdc32c039ac8c
fifo/0178 REDUCE      u1 <-155 to 7            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=5 oid=117 tid=13 eid=152 | d2dcdc32c039ac8c
fifo/0179 SUBMIT      u0 B L 98x4 GTC          | NEW                          | T[] E[ACCEPTED#118/NEW/0] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=118 tid=13 eid=153 | 5dbc3a9e26e49be1
fifo/0180 HALT                                 | OK                           | T[] E[HALTED#0] | HALTED last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=118 tid=13 eid=154 | 867d9bb33ddbe479
fifo/0181 SUBMIT      u1 S M 99x5 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#119/TRADING_HALTED/REJECTED/0] | HALTED last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=119 tid=13 eid=155 | 436fad94ba947c5c
fifo/0182 SUBMIT      u1 S L 99x3 FOK+DECREMENT | REJECTED:TRADING_HALTED      | T[] E[REJECTED#120/TRADING_HALTED/REJECTED/0] | HALTED last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=120 tid=13 eid=156 | 8bb0171f06d4f992
fifo/0183 SUBMIT      u3 S L 100x3 IOC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#121/TRADING_HALTED/REJECTED/0] | HALTED last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=121 tid=13 eid=157 | db15eb2d2300504b
fifo/0184 REPLACE     u0 B L 101x2 GTC <-171   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=121 tid=13 eid=157 | db15eb2d2300504b
fifo/0185 SUBMIT      u1 S L 98x4 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#122/TRADING_HALTED/REJECTED/0] | HALTED last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=122 tid=13 eid=158 | 4c12b3b9346d7091
fifo/0186 RESUME                               | OK                           | T[] E[RESUMED#0] | OPEN last=99 mark=0 bid=99:5 ask=103:5 n=6 oid=122 tid=13 eid=159 | 710c6eb5d530fe3a
fifo/0187 SUBMIT      u0 S L 103x4 GTC         | NEW                          | T[] E[ACCEPTED#123/NEW/0] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=123 tid=13 eid=160 | 49b9880223d08efb
fifo/0188 SUBMIT      u1 S L 102x9 FOK         | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#124/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=124 tid=13 eid=161 | 28ec2ad901fa4a60
fifo/0189 SUBMIT      u2 B L 103x6 GTC+PO      | REJECTED:POST_ONLY_WOULD_CROSS | T[] E[REJECTED#125/POST_ONLY_WOULD_CROSS/REJECTED/0] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=125 tid=13 eid=162 | 3ab26c58b2468753
fifo/0190 REPLACE     u1 S L 103x6 GTC+g1 <-147 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=125 tid=13 eid=162 | 3ab26c58b2468753
fifo/0191 REPLACE     u0 B L 100x3 GTC+CANCEL_BOTH+g1 <-174 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=125 tid=13 eid=162 | 3ab26c58b2468753
fifo/0192 REPLACE     u1 S L 103x6 GTC+DECREMENT <-178 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=125 tid=13 eid=162 | 3ab26c58b2468753
fifo/0193 REDUCE      u3 <-168 to 9            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=125 tid=13 eid=162 | 3ab26c58b2468753
fifo/0194 SUBMIT      u3 S L 100x1 FOK+g1      | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#126/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=126 tid=13 eid=163 | 2a8d8c1e593596dd
fifo/0195 REPLACE     u3 S L 101x2 GTC <-193   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=126 tid=13 eid=163 | 2a8d8c1e593596dd
fifo/0196 CANCEL      u1 <-179                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:5 ask=103:9 n=7 oid=126 tid=13 eid=163 | 2a8d8c1e593596dd
fifo/0197 SUBMIT      u1 S M 100x2 GTC+CANCEL_BOTH+g2 | REJECTED:MARKET_NO_LIQUIDITY | T[] E[ACCEPTED#127/CANCELLED/0 CANCELED#80/CANCELLED/3 CANCELED#127/CANCELLED/0] | OPEN last=99 mark=0 bid=99:2 ask=103:9 n=6 oid=127 tid=13 eid=166 | a5539581c88e8f2e
fifo/0198 SUBMIT      u2 S L 102x5 IOC         | CANCELLED                    | T[] E[ACCEPTED#128/CANCELLED/0 CANCELED#128/CANCELLED/0] | OPEN last=99 mark=0 bid=99:2 ask=103:9 n=6 oid=128 tid=13 eid=168 | 40306453d4b89a77
fifo/0199 SUBMIT      u1 B L 99x7 GTC+PO       | NEW                          | T[] E[ACCEPTED#129/NEW/0] | OPEN last=99 mark=0 bid=99:9 ask=103:9 n=7 oid=129 tid=13 eid=169 | 68c22053f9d84512
fifo/0200 SUBMIT      u3 S L 104x1 IOC+CANCEL_NEWEST+g2+priv | CANCELLED                    | T[] E[ACCEPTED#130/CANCELLED/0 CANCELED#130/CANCELLED/0] | OPEN last=99 mark=0 bid=99:9 ask=103:9 n=7 oid=130 tid=13 eid=171 | c4e523de6eaaf7b1
fifo/0201 SUBMIT      u0 B L 102x8 IOC+PO      | CANCELLED                    | T[] E[ACCEPTED#131/CANCELLED/0 CANCELED#131/CANCELLED/0] | OPEN last=99 mark=0 bid=99:9 ask=103:9 n=7 oid=131 tid=13 eid=173 | d037dcdccd12d4e5
fifo/0202 SUBMIT      u1 B L 102x6 FOK+priv    | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#132/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=99 mark=0 bid=99:9 ask=103:9 n=7 oid=132 tid=13 eid=174 | a6c029aee1d1ef99
fifo/0203 REPLACE     u2 B L 103x3 IOC <-198   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=99:9 ask=103:9 n=7 oid=132 tid=13 eid=174 | a6c029aee1d1ef99
fifo/0204 RESUME                               | OK                           | T[] E[] | OPEN last=99 mark=0 bid=99:9 ask=103:9 n=7 oid=132 tid=13 eid=174 | a6c029aee1d1ef99
